,store,Category,topic_75,cleaned_property,count
0,CAFE216,디저트,쿠키,달,1
1,CAFE216,매장,매장,깔끔,1
2,CAFE216,매장,매장,분위기,1
3,CAFE216,서비스,직원,세심,1
4,CAFE216,서비스,직원,친절,1
5,NOHJ,매장,매장,넓,2
6,NOHJ,매장,매장,쾌적하,1
7,NOHJ,매장,테이블,넓,1
8,NOHJ,분위기,인테리어,예쁘,2
9,NOHJ,서비스,사장님,친절,1
10,NOHJ,음료,생강차,진하,1
11,NOHJ,커피,커피,많,1
12,가비수,서비스,사장님,친절,1
13,가빈,기타,가격,싸,1
14,가빈,디저트,음식,양,1
15,가빈,매장,매장,활기차,1
16,가빈,서비스,사장님,친절,1
17,가빈,서비스,직원,친절,1
18,가빈,음료,레몬티,진하,1
19,가빈,커피,단호박라떼,저렴,1
20,갈팡즙팡과일디저트카페 신림점,음료,화채,양,1
21,감성커피 신림점,매장,공간,편하,1
22,감성커피 신림점,매장,매장,청결,1
23,감성커피 신림점,서비스,직원,친절,4
24,감성커피 신림점,서비스,사장님,친절,2
25,감성커피 신림점,서비스,여자 사장님,친절,1
26,감성커피 신림점,음료,음료,양,2
27,감성커피 신림점,음료,음료,품질,1
28,감성커피 신림점,커피,커피,양,1
29,구동커피,디저트,샌드위치,훌륭하,1
30,구동커피,디저트,크로와상 샌드위치,퀄리티,1
31,구동커피,디저트,크로와상샌드위치,든든,1
32,구동커피,매장,매장,깔끔,1
33,구동커피,서비스,사장님,친절,1
34,구동커피,서비스,직원,친절,1
35,구동커피,커피,아메리카노,가성비,1
36,궁전다방,매장,화장실,깨끗,4
37,궁전다방,매장,공간,아늑,2
38,궁전다방,매장,공간,마음들,1
39,궁전다방,분위기,인테리어,예쁘,2
40,궁전다방,분위기,분위기,조용,1
41,궁전다방,분위기,소품,느낌,1
42,궁전다방,서비스,사장님,친절,3
43,궁전다방,서비스,사장님,디테일,1
44,궁전다방,서비스,서비스,,1
45,궁전다방,음료,음료,양,1
46,궁전다방,음료,음료,저렴,1
47,궁전다방,음료,티,티폿제공,1
48,궁전다방,커피,커피,밸런스,1
49,궁전다방,커피,커피,진하,1
50,그릿커피랩 신림점,매장,매장,아늑,1
51,그릿커피랩 신림점,서비스,사장님,친절,3
52,그릿커피랩 신림점,서비스,사장님,성실,1
53,그릿커피랩 신림점,서비스,서비스,세심,1
54,나티,디저트,두바이 초콜릿,고급,1
55,나티,디저트,두바이 초콜릿,바삭,1
56,난곡다방,디저트,샌드위치,중독성,1
57,난곡다방,분위기,분위기,복고,1
58,난곡다방,서비스,서비스,친절,1
59,난곡다방,커피,원두,산미,1
60,달콩커피 신림점,매장,매장,깔끔,1
61,달콩커피 신림점,매장,매장,아늑,1
62,달콩커피 신림점,매장,매장,조용,1
63,달콩커피 신림점,서비스,사장님,친절,1
64,달콩커피 신림점,커피,미숫가루라떼,좋아하,1
65,더리터 신림점,기타,가격,가성비,1
66,더리터 신림점,디저트,음식,저렴,1
67,더리터 신림점,매장,매장,깨끗,1
68,더리터 신림점,서비스,직원,친절,1
69,더리터 신림점,커피,커피,가성비,1
70,더리터 신림중앙점,디저트,복숭아숭숭,넉넉,1
71,더리터 신림중앙점,매장,매장,깔끔,2
72,더리터 신림중앙점,매장,매장,새롭,1
73,더리터 신림중앙점,매장,매장,조명,1
74,더리터 신림중앙점,서비스,남자 사장님,반영,1
75,더리터 신림중앙점,서비스,남자 직원,친절,1
76,더리터 신림중앙점,서비스,사장님,멋있,1
77,더리터 신림중앙점,커피,커피,넓,1
78,더벤티 신림녹두거리점,서비스,직원,친절,2
79,더벤티 신림녹두거리점,커피,커피,싸,1
80,더벤티 신림녹두거리점,커피,커피,양,1
81,더벤티 신림녹두거리점,커피,커피,진하,1
82,더빈마켓 신림점,디저트,고구마피자빵,묵직,1
83,더빈마켓 신림점,디저트,빵,다양,1
84,더빈마켓 신림점,디저트,빵,직접,1
85,더빈마켓 신림점,매장,매장,운치,1
86,더빈마켓 신림점,분위기,인테리어,예쁘,1
87,더빈마켓 신림점,서비스,사장님,친절,5
88,더빈마켓 신림점,서비스,직원,친절,4
89,더빈마켓 신림점,서비스,사장님,알아보,1
90,더빈마켓 신림점,음료,디카페인,고소하,1
91,더빈마켓 신림점,음료,핸드드립,가성비,1
92,더빈마켓 신림점,음료,핸드드립,저렴,1
93,더빈마켓 신림점,커피,라떼,섹시,1
94,더빈마켓 신림점,커피,원두,다양,1
95,더빈마켓 신림점,커피,커피,다양,1
96,더코드 신림점,서비스,사장님,친절,3
97,더코드 신림점,서비스,직원,친절,1
98,데니스커피 남강점,디저트,흑당버블티,달,1
99,데니스커피 남강점,서비스,직원,친절,2
100,데니스커피 남강점,서비스,사장님,친절,1
101,데니스커피 남강점,커피,바닐라라떼,달,1
102,데니스커피 신림점,매장,매장,따뜻,1
103,데니스커피 신림점,서비스,사장님,인상,1
104,데니스커피 신림점,서비스,직원,친절,1
105,데이굿,디저트,빵,촉촉하,1
106,데이굿,디저트,생크림,고소하,1
107,데이굿,매장,공간,깔끔,1
108,데이굿,매장,공간,넓,1
109,데이지 커피,디저트,레몬어쩌고빵,상큼하,1
110,데이지 커피,매장,매장,착하,1
111,데이지 커피,서비스,사장님,친절,1
112,데이지 커피,커피,원두,봄꽃,1
113,디자이너리카페,디저트,디저트,먹만,1
114,디자이너리카페,디저트,딸기 케이크,밸런스,1
115,디자이너리카페,매장,매장,예쁘,6
116,디자이너리카페,매장,공간,넓,3
117,디자이너리카페,매장,매장,힙,3
118,디자이너리카페,분위기,인테리어,예쁘,3
119,디자이너리카페,분위기,분위기,취하,1
120,디자이너리카페,분위기,실내,따뜻,1
121,디자이너리카페,서비스,직원,친절,4
122,디자이너리카페,서비스,사장님,친절,2
123,디자이너리카페,음료,초코라떼,달,1
124,디자이너리카페,커피,커피,가성비,1
125,디저트39 서울대벤처타운역점,디저트,딸기요거트 스무디,저칼로리,1
126,디저트39 서울대벤처타운역점,서비스,사장님,친절,1
127,디저트39 신림역점,디저트,디저트,가성비,1
128,디저트39 신림역점,서비스,직원,친절,2
129,디저트39 신림역점,서비스,남자 직원,친절,1
130,디저트39 신림역점,서비스,직원,도와주,1
131,디저트공방,디저트,디저트,만족,1
132,디저트공방,매장,공간,깨끗,1
133,디저트공방,매장,공간,넓,1
134,디저트공방,매장,매장,깔끔,1
135,디저트공방,서비스,직원,친절,2
136,디저트공방,서비스,사장님,친절,1
137,디저트공방,서비스,직원,매너,1
138,디저트공방,음료,밀크티,향신료,1
139,디저트공방,커피,커피,고소하,1
140,디저트공방,커피,커피,만족,1
141,라이아스 커피 24시 프리미엄 무인셀프카페,기타,가격,가성비,3
142,라이아스 커피 24시 프리미엄 무인셀프카페,기타,가격,착하,1
143,라이아스 커피 24시 프리미엄 무인셀프카페,매장,매장,깨끗,1
144,라이아스 커피 24시 프리미엄 무인셀프카페,매장,매장,조용,1
145,라이아스 커피 24시 프리미엄 무인셀프카페,매장,매장,청결,1
146,라이아스 커피 24시 프리미엄 무인셀프카페,분위기,분위기,밝,1
147,라이아스 커피 24시 프리미엄 무인셀프카페,분위기,인테리어,감성,1
148,라이아스 커피 24시 프리미엄 무인셀프카페,분위기,인테리어,따뜻,1
149,라이아스 커피 24시 프리미엄 무인셀프카페,서비스,사장님,인상,1
150,라이아스 커피 24시 프리미엄 무인셀프카페,서비스,직원,친절,1
151,라이아스 커피 24시 프리미엄 무인셀프카페,서비스,포장,섬세하,1
152,라이아스 커피 24시 프리미엄 무인셀프카페,음료,핫초코,신경,1
153,라이아스 커피 24시 프리미엄 무인셀프카페,커피,바나나 라떼,꼬소,1
